area,year,latitude,longitude,aqi_openweather_avg,pm2_5_avg,pm10_avg,no2_avg,o3_avg,co_avg
Hirandahalli,2022,13.0409567,77.7254833,2.55,24.9,29.17,12.02,54.31,452.68
Hirandahalli,2023,13.0409567,77.7254833,2.2,22.47,26.86,12.07,54.33,456.64
Hirandahalli,2024,13.0409567,77.7254833,2.13,20.62,23.69,8.62,55.88,437.55
Hirandahalli,2025,13.0409567,77.7254833,2.07,20.62,25.4,7.0,54.94,282.11
Hirandahalli,2026,13.0409567,77.7254833,3.19,41.14,49.03,4.43,87.4,304.89
Hombegowda Nagar,2020,12.9301311,77.6012969,3.63,42.83,47.78,16.51,59.0,566.13
Hombegowda Nagar,2021,12.9301311,77.6012969,2.51,24.37,28.53,18.02,41.71,606.76
Hombegowda Nagar,2022,12.9301311,77.6012969,2.67,26.97,31.36,19.51,45.67,625.3
Hombegowda Nagar,2023,12.9301311,77.6012969,2.22,23.57,27.92,18.23,47.04,591.49
Hombegowda Nagar,2024,12.9301311,77.6012969,2.21,22.74,25.86,15.89,49.45,596.5
Hombegowda Nagar,2025,12.9301311,77.6012969,2.1,21.43,26.53,10.02,53.59,327.1
Hombegowda Nagar,2026,12.9301311,77.6012969,3.18,42.23,50.97,6.06,82.52,332.38
Hongasandra,2020,12.8986261,77.6286732,3.52,40.0,44.97,9.73,67.51,449.97
Hongasandra,2021,12.8986261,77.6286732,2.37,21.8,26.02,11.22,49.14,440.98
Hongasandra,2022,12.8986261,77.6286732,2.57,24.93,29.54,13.43,52.21,476.15
Hongasandra,2023,12.8986261,77.6286732,2.14,20.94,25.4,10.78,54.81,423.53
Hongasandra,2024,12.8986261,77.6286732,2.11,20.04,23.26,8.4,55.66,429.81
Hongasandra,2025,12.8986261,77.6286732,2.2,22.98,29.23,10.36,53.23,333.27
Hongasandra,2026,12.8986261,77.6286732,3.19,42.53,51.53,6.57,81.51,340.56
Hoovinane,2020,13.0476492,77.7072942,3.54,41.03,45.9,6.32,69.59,404.87
Hoovinane,2021,13.0476492,77.7072942,2.41,22.46,26.53,11.94,48.93,447.98
Hoovinane,2022,13.0476492,77.7072942,2.55,24.9,29.17,12.02,54.31,452.68
Hoovinane,2023,13.0476492,77.7072942,2.2,22.47,26.86,12.07,54.33,456.64
Hoovinane,2024,13.0476492,77.7072942,2.13,20.62,23.69,8.62,55.88,437.55
Hoovinane,2025,13.0476492,77.7072942,2.07,20.62,25.4,7.0,54.94,282.11
Hoovinane,2026,13.0476492,77.7072942,3.19,41.14,49.03,4.43,87.4,304.89
Horamavu,2020,13.0273312,77.6601508,3.63,42.83,47.78,16.51,59.0,566.13
Horamavu,2021,13.0273312,77.6601508,2.51,24.37,28.53,18.02,41.71,606.76
Horamavu,2022,13.0273312,77.6601508,2.67,26.97,31.36,19.51,45.67,625.3
Horamavu,2023,13.0273312,77.6601508,2.22,23.57,27.92,18.23,47.04,591.49
Horamavu,2024,13.0273312,77.6601508,2.21,22.74,25.86,15.89,49.45,596.5
Horamavu,2025,13.0273312,77.6601508,2.1,21.43,26.53,10.02,53.59,327.1
Horamavu,2026,13.0273312,77.6601508,3.17,40.45,48.31,4.7,86.43,311.71
Hosahalli,2020,12.9660431,77.5414979,3.63,42.83,47.78,16.51,59.0,566.13
Hosahalli,2021,12.9660431,77.5414979,2.51,24.37,28.53,18.02,41.71,606.76
Hosahalli,2022,12.9660431,77.5414979,2.67,26.97,31.36,19.51,45.67,625.3
Hosahalli,2023,12.9660431,77.5414979,2.22,23.57,27.92,18.23,47.04,591.49
Hosahalli,2024,12.9660431,77.5414979,2.21,22.74,25.86,15.89,49.45,596.5
Hosahalli,2025,12.9660431,77.5414979,2.1,21.43,26.53,10.02,53.59,327.1
Hosahalli,2026,12.9660431,77.5414979,3.1,40.65,49.24,6.17,81.26,335.27
Hosakerehalli,2020,12.9299371,77.5374237,3.63,42.83,47.78,16.51,59.0,566.13
Hosakerehalli,2021,12.9299371,77.5374237,2.51,24.37,28.53,18.02,41.71,606.76
Hosakerehalli,2022,12.9299371,77.5374237,2.67,26.97,31.36,19.51,45.67,625.3
Hosakerehalli,2023,12.9299371,77.5374237,2.22,23.57,27.92,18.23,47.04,591.49
Hosakerehalli,2024,12.9299371,77.5374237,2.21,22.74,25.86,15.89,49.45,596.5
Hosakerehalli,2025,12.9299371,77.5374237,2.1,21.43,26.53,10.02,53.59,327.1
Hosakerehalli,2026,12.9299371,77.5374237,3.1,40.65,49.24,6.17,81.26,335.27
Hoysala Nagar,2020,12.9802093,77.6273767,3.63,42.83,47.78,16.51,59.0,566.13
Hoysala Nagar,2021,12.9802093,77.6273767,2.51,24.37,28.53,18.02,41.71,606.76
Hoysala Nagar,2022,12.9802093,77.6273767,2.67,26.97,31.36,19.51,45.67,625.3
Hoysala Nagar,2023,12.9802093,77.6273767,2.22,23.57,27.92,18.23,47.04,591.49
Hoysala Nagar,2024,12.9802093,77.6273767,2.21,22.74,25.86,15.89,49.45,596.5
Hoysala Nagar,2025,12.9802093,77.6273767,2.1,21.43,26.53,10.02,53.59,327.1
Hoysala Nagar,2026,12.9802093,77.6273767,3.18,42.23,50.97,6.06,82.52,332.38
J P Nagar,2020,12.9109539,77.5978198,3.63,42.83,47.78,16.51,59.0,566.13
J P Nagar,2021,12.9109539,77.5978198,2.51,24.37,28.53,18.02,41.71,606.76
J P Nagar,2022,12.9109539,77.5978198,2.67,26.97,31.36,19.51,45.67,625.3
J P Nagar,2023,12.9109539,77.5978198,2.22,23.57,27.92,18.23,47.04,591.49
J P Nagar,2024,12.9109539,77.5978198,2.21,22.74,25.86,15.89,49.45,596.5
J P Nagar,2025,12.9109539,77.5978198,2.1,21.43,26.53,10.02,53.59,327.1
J P Nagar,2026,12.9109539,77.5978198,3.1,40.65,49.24,6.17,81.26,335.27
JP Park,2020,12.9808830,77.5759920,3.63,42.83,47.78,16.51,59.0,566.13
JP Park,2021,12.9808830,77.5759920,2.51,24.37,28.53,18.02,41.71,606.76
JP Park,2022,12.9808830,77.5759920,2.67,26.97,31.36,19.51,45.67,625.3
JP Park,2023,12.9808830,77.5759920,2.22,23.57,27.92,18.23,47.04,591.49
JP Park,2024,12.9808830,77.5759920,2.21,22.74,25.86,15.89,49.45,596.5
JP Park,2025,12.9808830,77.5759920,2.1,21.43,26.53,10.02,53.59,327.1
JP Park,2026,12.9808830,77.5759920,3.1,40.65,49.24,6.17,81.26,335.27
Jakkasandra,2020,12.9206827,77.6357104,3.63,42.83,47.78,16.51,59.0,566.13
Jakkasandra,2021,12.9206827,77.6357104,2.51,24.37,28.53,18.02,41.71,606.76
Jakkasandra,2022,12.9206827,77.6357104,2.67,26.97,31.36,19.51,45.67,625.3
Jakkasandra,2023,12.9206827,77.6357104,2.22,23.57,27.92,18.23,47.04,591.49
Jakkasandra,2024,12.9206827,77.6357104,2.21,22.74,25.86,15.89,49.45,596.5
Jakkasandra,2025,12.9206827,77.6357104,2.1,21.43,26.53,10.02,53.59,327.1
Jakkasandra,2026,12.9206827,77.6357104,3.18,42.23,50.97,6.06,82.52,332.38
Jalahalli,2020,13.0394104,77.5197351,3.63,42.83,47.78,16.51,59.0,566.13
Jalahalli,2021,13.0394104,77.5197351,2.51,24.37,28.53,18.02,41.71,606.76
Jalahalli,2022,13.0394104,77.5197351,2.67,26.97,31.36,19.51,45.67,625.3
Jalahalli,2023,13.0394104,77.5197351,2.22,23.57,27.92,18.23,47.04,591.49
Jalahalli,2024,13.0394104,77.5197351,2.21,22.74,25.86,15.89,49.45,596.5
Jalahalli,2025,13.0394104,77.5197351,2.1,21.43,26.53,10.02,53.59,327.1
Jalahalli,2026,13.0394104,77.5197351,3.11,39.04,46.66,4.75,86.43,313.87
Jaraganahalli,2020,12.8987896,77.5776273,3.52,40.0,44.97,9.73,67.51,449.97
Jaraganahalli,2021,12.8987896,77.5776273,2.37,21.8,26.02,11.22,49.14,440.98
Jaraganahalli,2022,12.8987896,77.5776273,2.57,24.93,29.54,13.43,52.21,476.15
Jaraganahalli,2023,12.8987896,77.5776273,2.14,20.94,25.4,10.78,54.81,423.53
Jaraganahalli,2024,12.8987896,77.5776273,2.11,20.04,23.26,8.4,55.66,429.81
Jaraganahalli,2025,12.8987896,77.5776273,2.2,22.98,29.23,10.36,53.23,333.27
Jaraganahalli,2026,12.8987896,77.5776273,3.1,40.95,49.8,6.67,80.25,343.45
Jayachamarajendra Nagar,2020,12.9661732,77.5873718,3.63,42.83,47.78,16.51,59.0,566.13
Jayachamarajendra Nagar,2021,12.9661732,77.5873718,2.51,24.37,28.53,18.02,41.71,606.76
Jayachamarajendra Nagar,2022,12.9661732,77.5873718,2.67,26.97,31.36,19.51,45.67,625.3
Jayachamarajendra Nagar,2023,12.9661732,77.5873718,2.22,23.57,27.92,18.23,47.04,591.49
Jayachamarajendra Nagar,2024,12.9661732,77.5873718,2.21,22.74,25.86,15.89,49.45,596.5
Jayachamarajendra Nagar,2025,12.9661732,77.5873718,2.1,21.43,26.53,10.02,53.59,327.1
Jayachamarajendra Nagar,2026,12.9661732,77.5873718,3.1,40.65,49.24,6.17,81.26,335.27
Jayanagar East,2020,12.9211491,77.6054615,3.63,42.83,47.78,16.51,59.0,566.13
Jayanagar East,2021,12.9211491,77.6054615,2.51,24.37,28.53,18.02,41.71,606.76
Jayanagar East,2022,12.9211491,77.6054615,2.67,26.97,31.36,19.51,45.67,625.3
Jayanagar East,2023,12.9211491,77.6054615,2.22,23.57,27.92,18.23,47.04,591.49
Jayanagar East,2024,12.9211491,77.6054615,2.21,22.74,25.86,15.89,49.45,596.5
Jayanagar East,2025,12.9211491,77.6054615,2.1,21.43,26.53,10.02,53.59,327.1
Jayanagar East,2026,12.9211491,77.6054615,3.18,42.23,50.97,6.06,82.52,332.38
Jnana Bharathi Ward,2020,12.9440159,77.5080049,3.63,42.83,47.78,16.51,59.0,566.13
Jnana Bharathi Ward,2021,12.9440159,77.5080049,2.51,24.37,28.53,18.02,41.71,606.76
Jnana Bharathi Ward,2022,12.9440159,77.5080049,2.67,26.97,31.36,19.51,45.67,625.3
Jnana Bharathi Ward,2023,12.9440159,77.5080049,2.22,23.57,27.92,18.23,47.04,591.49
Jnana Bharathi Ward,2024,12.9440159,77.5080049,2.21,22.74,25.86,15.89,49.45,596.5
Jnana Bharathi Ward,2025,12.9440159,77.5080049,2.1,21.43,26.53,10.02,53.59,327.1
Jnana Bharathi Ward,2026,12.9440159,77.5080049,3.1,40.65,49.24,6.17,81.26,335.27
Jogupalya,2020,12.9746882,77.6280260,3.63,42.83,47.78,16.51,59.0,566.13
Jogupalya,2021,12.9746882,77.6280260,2.51,24.37,28.53,18.02,41.71,606.76
Jogupalya,2022,12.9746882,77.6280260,2.67,26.97,31.36,19.51,45.67,625.3
Jogupalya,2023,12.9746882,77.6280260,2.22,23.57,27.92,18.23,47.04,591.49
Jogupalya,2024,12.9746882,77.6280260,2.21,22.74,25.86,15.89,49.45,596.5
Jogupalya,2025,12.9746882,77.6280260,2.1,21.43,26.53,10.02,53.59,327.1
Jogupalya,2026,12.9746882,77.6280260,3.18,42.23,50.97,6.06,82.52,332.38
K R Market,2020,12.9608960,77.5746404,3.63,42.83,47.78,16.51,59.0,566.13
K R Market,2021,12.9608960,77.5746404,2.51,24.37,28.53,18.02,41.71,606.76
K R Market,2022,12.9608960,77.5746404,2.67,26.97,31.36,19.51,45.67,625.3
K R Market,2023,12.9608960,77.5746404,2.22,23.57,27.92,18.23,47.04,591.49
K R Market,2024,12.9608960,77.5746404,2.21,22.74,25.86,15.89,49.45,596.5
K R Market,2025,12.9608960,77.5746404,2.1,21.43,26.53,10.02,53.59,327.1
K R Market,2026,12.9608960,77.5746404,3.1,40.65,49.24,6.17,81.26,335.27
K R Puram,2020,13.0005461,77.6754561,3.63,42.83,47.78,16.51,59.0,566.13
K R Puram,2021,13.0005461,77.6754561,2.51,24.37,28.53,18.02,41.71,606.76
K R Puram,2022,13.0005461,77.6754561,2.67,26.97,31.36,19.51,45.67,625.3
K R Puram,2023,13.0005461,77.6754561,2.22,23.57,27.92,18.23,47.04,591.49
K R Puram,2024,13.0005461,77.6754561,2.21,22.74,25.86,15.89,49.45,596.5
K R Puram,2025,13.0005461,77.6754561,2.1,21.43,26.53,10.02,53.59,327.1
K R Puram,2026,13.0005461,77.6754561,3.17,40.45,48.31,4.7,86.43,311.71
Kachamaranahalli,2020,12.9046015,77.7337528,3.54,41.03,45.9,6.32,69.59,404.87
Kachamaranahalli,2021,12.9046015,77.7337528,2.41,22.46,26.53,11.94,48.93,447.98
Kachamaranahalli,2022,12.9046015,77.7337528,2.55,24.9,29.17,12.02,54.31,452.68
Kachamaranahalli,2023,12.9046015,77.7337528,2.2,22.47,26.86,12.07,54.33,456.64
Kachamaranahalli,2024,12.9046015,77.7337528,2.13,20.62,23.69,8.62,55.88,437.55
Kachamaranahalli,2025,12.9046015,77.7337528,2.07,20.62,25.4,7.0,54.94,282.11
Kachamaranahalli,2026,12.9046015,77.7337528,3.2,42.92,51.69,5.79,83.49,325.56
Kadugodi,2020,12.9957428,77.7579489,3.54,41.03,45.9,6.32,69.59,404.87
Kadugodi,2021,12.9957428,77.7579489,2.41,22.46,26.53,11.94,48.93,447.98
Kadugodi,2022,12.9957428,77.7579489,2.55,24.9,29.17,12.02,54.31,452.68
Kadugodi,2023,12.9957428,77.7579489,2.2,22.47,26.86,12.07,54.33,456.64
Kadugodi,2024,12.9957428,77.7579489,2.13,20.62,23.69,8.62,55.88,437.55
Kadugodi,2025,12.9957428,77.7579489,2.07,20.62,25.4,7.0,54.94,282.11
Kadugodi,2026,12.9957428,77.7579489,3.2,42.92,51.69,5.79,83.49,325.56
Kadugondanahalli,2020,13.0207029,77.6215464,3.63,42.83,47.78,16.51,59.0,566.13
Kadugondanahalli,2021,13.0207029,77.6215464,2.51,24.37,28.53,18.02,41.71,606.76
Kadugondanahalli,2022,13.0207029,77.6215464,2.67,26.97,31.36,19.51,45.67,625.3
Kadugondanahalli,2023,13.0207029,77.6215464,2.22,23.57,27.92,18.23,47.04,591.49
Kadugondanahalli,2024,13.0207029,77.6215464,2.21,22.74,25.86,15.89,49.45,596.5
Kadugondanahalli,2025,13.0207029,77.6215464,2.1,21.43,26.53,10.02,53.59,327.1
Kadugondanahalli,2026,13.0207029,77.6215464,3.17,40.45,48.31,4.7,86.43,311.71
Kalkere,2020,13.0344453,77.6766779,3.63,42.83,47.78,16.51,59.0,566.13
Kalkere,2021,13.0344453,77.6766779,2.51,24.37,28.53,18.02,41.71,606.76
Kalkere,2022,13.0344453,77.6766779,2.67,26.97,31.36,19.51,45.67,625.3
Kalkere,2023,13.0344453,77.6766779,2.22,23.57,27.92,18.23,47.04,591.49
Kalkere,2024,13.0344453,77.6766779,2.21,22.74,25.86,15.89,49.45,596.5
Kalkere,2025,13.0344453,77.6766779,2.1,21.43,26.53,10.02,53.59,327.1
Kalkere,2026,13.0344453,77.6766779,3.17,40.45,48.31,4.7,86.43,311.71
Kamakshipalya,2020,12.9858669,77.5331755,3.63,42.83,47.78,16.51,59.0,566.13
Kamakshipalya,2021,12.9858669,77.5331755,2.51,24.37,28.53,18.02,41.71,606.76
Kamakshipalya,2022,12.9858669,77.5331755,2.67,26.97,31.36,19.51,45.67,625.3
Kamakshipalya,2023,12.9858669,77.5331755,2.22,23.57,27.92,18.23,47.04,591.49
Kamakshipalya,2024,12.9858669,77.5331755,2.21,22.74,25.86,15.89,49.45,596.5
Kamakshipalya,2025,12.9858669,77.5331755,2.1,21.43,26.53,10.02,53.59,327.1
Kamakshipalya,2026,12.9858669,77.5331755,3.1,40.65,49.24,6.17,81.26,335.27
Kammanahalli,2020,13.0148544,77.6382029,3.63,42.83,47.78,16.51,59.0,566.13
Kammanahalli,2021,13.0148544,77.6382029,2.51,24.37,28.53,18.02,41.71,606.76
Kammanahalli,2022,13.0148544,77.6382029,2.67,26.97,31.36,19.51,45.67,625.3
Kammanahalli,2023,13.0148544,77.6382029,2.22,23.57,27.92,18.23,47.04,591.49
Kammanahalli,2024,13.0148544,77.6382029,2.21,22.74,25.86,15.89,49.45,596.5
Kammanahalli,2025,13.0148544,77.6382029,2.1,21.43,26.53,10.02,53.59,327.1
Kammanahalli,2026,13.0148544,77.6382029,3.17,40.45,48.31,4.7,86.43,311.71
Katriguppe,2020,12.9280952,77.5488835,3.63,42.83,47.78,16.51,59.0,566.13
Katriguppe,2021,12.9280952,77.5488835,2.51,24.37,28.53,18.02,41.71,606.76
Katriguppe,2022,12.9280952,77.5488835,2.67,26.97,31.36,19.51,45.67,625.3
Katriguppe,2023,12.9280952,77.5488835,2.22,23.57,27.92,18.23,47.04,591.49
Katriguppe,2024,12.9280952,77.5488835,2.21,22.74,25.86,15.89,49.45,596.5
Katriguppe,2025,12.9280952,77.5488835,2.1,21.43,26.53,10.02,53.59,327.1
Katriguppe,2026,12.9280952,77.5488835,3.1,40.65,49.24,6.17,81.26,335.27
Kaveripura,2020,12.9817285,77.5261989,3.63,42.83,47.78,16.51,59.0,566.13
Kaveripura,2021,12.9817285,77.5261989,2.51,24.37,28.53,18.02,41.71,606.76
Kaveripura,2022,12.9817285,77.5261989,2.67,26.97,31.36,19.51,45.67,625.3
Kaveripura,2023,12.9817285,77.5261989,2.22,23.57,27.92,18.23,47.04,591.49
Kaveripura,2024,12.9817285,77.5261989,2.21,22.74,25.86,15.89,49.45,596.5
Kaveripura,2025,12.9817285,77.5261989,2.1,21.43,26.53,10.02,53.59,327.1
Kaveripura,2026,12.9817285,77.5261989,3.1,40.65,49.24,6.17,81.26,335.27
Kempapura Agrahara,2020,12.9706228,77.5553763,3.63,42.83,47.78,16.51,59.0,566.13
Kempapura Agrahara,2021,12.9706228,77.5553763,2.51,24.37,28.53,18.02,41.71,606.76
Kempapura Agrahara,2022,12.9706228,77.5553763,2.67,26.97,31.36,19.51,45.67,625.3
Kempapura Agrahara,2023,12.9706228,77.5553763,2.22,23.57,27.92,18.23,47.04,591.49
Kempapura Agrahara,2024,12.9706228,77.5553763,2.21,22.74,25.86,15.89,49.45,596.5
Kempapura Agrahara,2025,12.9706228,77.5553763,2.1,21.43,26.53,10.02,53.59,327.1
Kempapura Agrahara,2026,12.9706228,77.5553763,3.1,40.65,49.24,6.17,81.26,335.27
Kitthaganur,2020,13.0367865,77.7111553,3.54,41.03,45.9,6.32,69.59,404.87
Kitthaganur,2021,13.0367865,77.7111553,2.41,22.46,26.53,11.94,48.93,447.98
Kitthaganur,2022,13.0367865,77.7111553,2.55,24.9,29.17,12.02,54.31,452.68
Kitthaganur,2023,13.0367865,77.7111553,2.2,22.47,26.86,12.07,54.33,456.64
Kitthaganur,2024,13.0367865,77.7111553,2.13,20.62,23.69,8.62,55.88,437.55
Kitthaganur,2025,13.0367865,77.7111553,2.07,20.62,25.4,7.0,54.94,282.11
Kitthaganur,2026,13.0367865,77.7111553,3.19,41.14,49.03,4.43,87.4,304.89
Kodichikkanahalli,2020,12.8966996,77.6124269,3.52,40.0,44.97,9.73,67.51,449.97
Kodichikkanahalli,2021,12.8966996,77.6124269,2.37,21.8,26.02,11.22,49.14,440.98
Kodichikkanahalli,2022,12.8966996,77.6124269,2.57,24.93,29.54,13.43,52.21,476.15
Kodichikkanahalli,2023,12.8966996,77.6124269,2.14,20.94,25.4,10.78,54.81,423.53
Kodichikkanahalli,2024,12.8966996,77.6124269,2.11,20.04,23.26,8.4,55.66,429.81
Kodichikkanahalli,2025,12.8966996,77.6124269,2.2,22.98,29.23,10.36,53.23,333.27
Kodichikkanahalli,2026,12.8966996,77.6124269,3.19,42.53,51.53,6.57,81.51,340.56
Kodigehalli,2020,13.0031666,77.7272835,3.54,41.03,45.9,6.32,69.59,404.87
Kodigehalli,2021,13.0031666,77.7272835,2.41,22.46,26.53,11.94,48.93,447.98
Kodigehalli,2022,13.0031666,77.7272835,2.55,24.9,29.17,12.02,54.31,452.68
Kodigehalli,2023,13.0031666,77.7272835,2.2,22.47,26.86,12.07,54.33,456.64
Kodigehalli,2024,13.0031666,77.7272835,2.13,20.62,23.69,8.62,55.88,437.55
Kodigehalli,2025,13.0031666,77.7272835,2.07,20.62,25.4,7.0,54.94,282.11
Kodigehalli,2026,13.0031666,77.7272835,3.19,41.14,49.03,4.43,87.4,304.89
Konena Agrahara,2020,12.9528903,77.6511294,3.63,42.83,47.78,16.51,59.0,566.13
Konena Agrahara,2021,12.9528903,77.6511294,2.51,24.37,28.53,18.02,41.71,606.76
Konena Agrahara,2022,12.9528903,77.6511294,2.67,26.97,31.36,19.51,45.67,625.3
Konena Agrahara,2023,12.9528903,77.6511294,2.22,23.57,27.92,18.23,47.04,591.49
Konena Agrahara,2024,12.9528903,77.6511294,2.21,22.74,25.86,15.89,49.45,596.5
Konena Agrahara,2025,12.9528903,77.6511294,2.1,21.43,26.53,10.02,53.59,327.1
Konena Agrahara,2026,12.9528903,77.6511294,3.18,42.23,50.97,6.06,82.52,332.38
Koramangala,2020,12.9357366,77.6240810,3.63,42.83,47.78,16.51,59.0,566.13
Koramangala,2021,12.9357366,77.6240810,2.51,24.37,28.53,18.02,41.71,606.76
Koramangala,2022,12.9357366,77.6240810,2.67,26.97,31.36,19.51,45.67,625.3
Koramangala,2023,12.9357366,77.6240810,2.22,23.57,27.92,18.23,47.04,591.49
Koramangala,2024,12.9357366,77.6240810,2.21,22.74,25.86,15.89,49.45,596.5
Koramangala,2025,12.9357366,77.6240810,2.1,21.43,26.53,10.02,53.59,327.1
Koramangala,2026,12.9357366,77.6240810,3.18,42.23,50.97,6.06,82.52,332.38
Kottegepalya,2020,12.9841220,77.5150361,3.63,42.83,47.78,16.51,59.0,566.13
Kottegepalya,2021,12.9841220,77.5150361,2.51,24.37,28.53,18.02,41.71,606.76
Kottegepalya,2022,12.9841220,77.5150361,2.67,26.97,31.36,19.51,45.67,625.3
Kottegepalya,2023,12.9841220,77.5150361,2.22,23.57,27.92,18.23,47.04,591.49
Kottegepalya,2024,12.9841220,77.5150361,2.21,22.74,25.86,15.89,49.45,596.5
Kottegepalya,2025,12.9841220,77.5150361,2.1,21.43,26.53,10.02,53.59,327.1
Kottegepalya,2026,12.9841220,77.5150361,3.1,40.65,49.24,6.17,81.26,335.27
Kumaraswamy Layout,2020,12.9150398,77.5678879,3.63,42.83,47.78,16.51,59.0,566.13
Kumaraswamy Layout,2021,12.9150398,77.5678879,2.51,24.37,28.53,18.02,41.71,606.76
Kumaraswamy Layout,2022,12.9150398,77.5678879,2.67,26.97,31.36,19.51,45.67,625.3
Kumaraswamy Layout,2023,12.9150398,77.5678879,2.22,23.57,27.92,18.23,47.04,591.49
Kumaraswamy Layout,2024,12.9150398,77.5678879,2.21,22.74,25.86,15.89,49.45,596.5
Kumaraswamy Layout,2025,12.9150398,77.5678879,2.1,21.43,26.53,10.02,53.59,327.1
Kumaraswamy Layout,2026,12.9150398,77.5678879,3.1,40.65,49.24,6.17,81.26,335.27
Kurudusonnenahalli,2020,13.0151097,77.7328497,3.54,41.03,45.9,6.32,69.59,404.87
Kurudusonnenahalli,2021,13.0151097,77.7328497,2.41,22.46,26.53,11.94,48.93,447.98
Kurudusonnenahalli,2022,13.0151097,77.7328497,2.55,24.9,29.17,12.02,54.31,452.68
Kurudusonnenahalli,2023,13.0151097,77.7328497,2.2,22.47,26.86,12.07,54.33,456.64
Kurudusonnenahalli,2024,13.0151097,77.7328497,2.13,20.62,23.69,8.62,55.88,437.55
Kurudusonnenahalli,2025,13.0151097,77.7328497,2.07,20.62,25.4,7.0,54.94,282.11
